Features,comp,Topic,k,Ideology,protos.random,n,comp1,comp2,Hop,protos,svm,diff,protos.diff,by
SBERT,Jun-Aug,IllegalImmi,32,LC,0.5778,10,Jun,Aug,2,0.633,0.649,0.016,0.0552,Month
SBERT,Jun-Aug,IllegalImmi,32,R,0.6009,10,Jun,Aug,2,0.6547,0.6631,0.0084,0.0538,Month
SBERT,Jun-Aug,IllegalImmi,32,RC,0.6024,10,Jun,Aug,2,0.6008,0.6235,0.0227,-0.0016,Month
SBERT,Jun-Aug,LGBT,4,C,0.5413,10,Jun,Aug,2,0.6106,0.6637,0.0531,0.0693,Month
SBERT,Jun-Aug,LGBT,4,ER,0.4988,10,Jun,Aug,2,0.5423,0.5938,0.0515,0.0435,Month
SBERT,Jun-Aug,LGBT,4,L,0.5218,10,Jun,Aug,2,0.6119,0.6809,0.0691,0.0901,Month
SBERT,Jun-Aug,LGBT,4,LC,0.5314,10,Jun,Aug,2,0.5785,0.638,0.0595,0.0472,Month
SBERT,Jun-Aug,LGBT,4,R,0.5448,10,Jun,Aug,2,0.6086,0.6805,0.0719,0.0638,Month
SBERT,Jun-Aug,LGBT,4,RC,0.5413,10,Jun,Aug,2,0.5644,0.6077,0.0433,0.0231,Month
SBERT,Jun-Aug,LGBT,8,C,0.5714,10,Jun,Aug,2,0.6099,0.6637,0.0538,0.0385,Month
SBERT,Jun-Aug,LGBT,8,ER,0.5241,10,Jun,Aug,2,0.5735,0.5938,0.0202,0.0494,Month
SBERT,Jun-Aug,LGBT,8,L,0.5337,10,Jun,Aug,2,0.6198,0.6809,0.0611,0.0861,Month
SBERT,Jun-Aug,LGBT,8,LC,0.5588,10,Jun,Aug,2,0.6078,0.638,0.0302,0.049,Month
SBERT,Jun-Aug,LGBT,8,R,0.5592,10,Jun,Aug,2,0.6322,0.6805,0.0483,0.073,Month
SBERT,Jun-Aug,LGBT,8,RC,0.5531,10,Jun,Aug,2,0.5914,0.6077,0.0162,0.0384,Month
SBERT,Jun-Aug,LGBT,16,C,0.5712,10,Jun,Aug,2,0.6171,0.6637,0.0466,0.0459,Month
SBERT,Jun-Aug,LGBT,16,ER,0.5521,10,Jun,Aug,2,0.5756,0.5938,0.0181,0.0235,Month
SBERT,Jun-Aug,LGBT,16,L,0.5652,10,Jun,Aug,2,0.6304,0.6809,0.0505,0.0652,Month
SBERT,Jun-Aug,LGBT,16,LC,0.5688,10,Jun,Aug,2,0.613,0.638,0.025,0.0442,Month
SBERT,Jun-Aug,LGBT,16,R,0.5844,10,Jun,Aug,2,0.6434,0.6805,0.037,0.0591,Month
SBERT,Jun-Aug,LGBT,16,RC,0.5692,10,Jun,Aug,2,0.6187,0.6077,-0.011,0.0495,Month
SBERT,Jun-Aug,LGBT,32,C,0.6053,10,Jun,Aug,2,0.6334,0.6637,0.0302,0.0282,Month
SBERT,Jun-Aug,LGBT,32,ER,0.5658,10,Jun,Aug,2,0.5789,0.5938,0.0149,0.0131,Month
SBERT,Jun-Aug,LGBT,32,L,0.5849,10,Jun,Aug,2,0.6502,0.6809,0.0308,0.0653,Month
SBERT,Jun-Aug,LGBT,32,LC,0.5781,10,Jun,Aug,2,0.6355,0.638,0.0025,0.0574,Month
SBERT,Jun-Aug,LGBT,32,R,0.6175,10,Jun,Aug,2,0.6455,0.6805,0.035,0.028,Month
SBERT,Jun-Aug,LGBT,32,RC,0.6038,10,Jun,Aug,2,0.6199,0.6077,-0.0122,0.0161,Month
SBERT,Jun-Jul,AsylumSeekers,4,C,0.5188,10,Jun,Jul,1,0.5374,0.5896,0.0522,0.0186,Month
SBERT,Jun-Jul,AsylumSeekers,4,ER,0.5285,10,Jun,Jul,1,0.5727,0.602,0.0294,0.0441,Month
SBERT,Jun-Jul,AsylumSeekers,4,L,0.5285,10,Jun,Jul,1,0.5617,0.5755,0.0138,0.0332,Month
SBERT,Jun-Jul,AsylumSeekers,4,LC,0.4981,10,Jun,Jul,1,0.5296,0.5766,0.0471,0.0314,Month
SBERT,Jun-Jul,AsylumSeekers,4,R,0.526,10,Jun,Jul,1,0.5567,0.5911,0.0344,0.0307,Month
SBERT,Jun-Jul,AsylumSeekers,4,RC,0.503,10,Jun,Jul,1,0.5633,0.6232,0.0598,0.0603,Month
SBERT,Jun-Jul,AsylumSeekers,8,C,0.517,10,Jun,Jul,1,0.5496,0.5896,0.0401,0.0325,Month
SBERT,Jun-Jul,AsylumSeekers,8,ER,0.5351,10,Jun,Jul,1,0.5936,0.602,0.0084,0.0585,Month
SBERT,Jun-Jul,AsylumSeekers,8,L,0.5272,10,Jun,Jul,1,0.5718,0.5755,0.0037,0.0447,Month
SBERT,Jun-Jul,AsylumSeekers,8,LC,0.5065,10,Jun,Jul,1,0.552,0.5766,0.0246,0.0455,Month
SBERT,Jun-Jul,AsylumSeekers,8,R,0.5321,10,Jun,Jul,1,0.5851,0.5911,0.006,0.0529,Month
SBERT,Jun-Jul,AsylumSeekers,8,RC,0.5155,10,Jun,Jul,1,0.5426,0.6232,0.0805,0.0271,Month
SBERT,Jun-Jul,AsylumSeekers,16,C,0.5146,10,Jun,Jul,1,0.5692,0.5896,0.0205,0.0545,Month
SBERT,Jun-Jul,AsylumSeekers,16,ER,0.5584,10,Jun,Jul,1,0.5913,0.602,0.0107,0.033,Month
SBERT,Jun-Jul,AsylumSeekers,16,L,0.5255,10,Jun,Jul,1,0.5702,0.5755,0.0053,0.0447,Month
SBERT,Jun-Jul,AsylumSeekers,16,LC,0.5234,10,Jun,Jul,1,0.557,0.5766,0.0197,0.0335,Month
SBERT,Jun-Jul,AsylumSeekers,16,R,0.5341,10,Jun,Jul,1,0.5809,0.5911,0.0102,0.0468,Month
SBERT,Jun-Jul,AsylumSeekers,16,RC,0.5213,10,Jun,Jul,1,0.5458,0.6232,0.0773,0.0245,Month
SBERT,Jun-Jul,AsylumSeekers,32,C,0.5465,10,Jun,Jul,1,0.5681,0.5896,0.0215,0.0216,Month
SBERT,Jun-Jul,AsylumSeekers,32,ER,0.5637,10,Jun,Jul,1,0.5748,0.602,0.0272,0.0111,Month
SBERT,Jun-Jul,AsylumSeekers,32,L,0.5533,10,Jun,Jul,1,0.5832,0.5755,-0.0077,0.0298,Month
SBERT,Jun-Jul,AsylumSeekers,32,LC,0.5296,10,Jun,Jul,1,0.5744,0.5766,0.0022,0.0448,Month
SBERT,Jun-Jul,AsylumSeekers,32,R,0.5734,10,Jun,Jul,1,0.5915,0.5911,-3e-04,0.0181,Month
SBERT,Jun-Jul,AsylumSeekers,32,RC,0.5343,10,Jun,Jul,1,0.5757,0.6232,0.0475,0.0413,Month
SBERT,Jun-Jul,ClimateChange,4,C,0.5069,10,Jun,Jul,1,0.544,0.5976,0.0536,0.0371,Month
SBERT,Jun-Jul,ClimateChange,4,ER,0.5136,10,Jun,Jul,1,0.5919,0.6401,0.0481,0.0784,Month
SBERT,Jun-Jul,ClimateChange,4,L,0.5158,10,Jun,Jul,1,0.524,0.5898,0.0658,0.0082,Month
SBERT,Jun-Jul,ClimateChange,4,LC,0.5167,10,Jun,Jul,1,0.5474,0.5868,0.0394,0.0307,Month
SBERT,Jun-Jul,ClimateChange,4,R,0.4977,10,Jun,Jul,1,0.5435,0.5881,0.0447,0.0457,Month
SBERT,Jun-Jul,ClimateChange,4,RC,0.5019,10,Jun,Jul,1,0.5427,0.5943,0.0515,0.0408,Month
SBERT,Jun-Jul,ClimateChange,8,C,0.5039,10,Jun,Jul,1,0.563,0.5976,0.0346,0.0591,Month
SBERT,Jun-Jul,ClimateChange,8,ER,0.5526,10,Jun,Jul,1,0.5786,0.6401,0.0615,0.0259,Month
SBERT,Jun-Jul,ClimateChange,8,L,0.5329,10,Jun,Jul,1,0.5649,0.5898,0.0249,0.032,Month
SBERT,Jun-Jul,ClimateChange,8,LC,0.5204,10,Jun,Jul,1,0.5514,0.5868,0.0354,0.031,Month
SBERT,Jun-Jul,ClimateChange,8,R,0.4914,10,Jun,Jul,1,0.5444,0.5881,0.0437,0.053,Month
SBERT,Jun-Jul,ClimateChange,8,RC,0.5045,10,Jun,Jul,1,0.5399,0.5943,0.0544,0.0354,Month
SBERT,Jun-Jul,ClimateChange,16,C,0.5061,10,Jun,Jul,1,0.5673,0.5976,0.0303,0.0612,Month
SBERT,Jun-Jul,ClimateChange,16,ER,0.5689,10,Jun,Jul,1,0.6207,0.6401,0.0194,0.0518,Month
SBERT,Jun-Jul,ClimateChange,16,L,0.5163,10,Jun,Jul,1,0.5581,0.5898,0.0317,0.0418,Month
SBERT,Jun-Jul,ClimateChange,16,LC,0.5241,10,Jun,Jul,1,0.5648,0.5868,0.022,0.0407,Month
SBERT,Jun-Jul,ClimateChange,16,R,0.5238,10,Jun,Jul,1,0.5801,0.5881,0.008,0.0564,Month
SBERT,Jun-Jul,ClimateChange,16,RC,0.5048,10,Jun,Jul,1,0.5559,0.5943,0.0384,0.0511,Month
SBERT,Jun-Jul,ClimateChange,32,C,0.5183,10,Jun,Jul,1,0.5782,0.5976,0.0194,0.0599,Month
SBERT,Jun-Jul,ClimateChange,32,ER,0.5792,10,Jun,Jul,1,0.6316,0.6401,0.0085,0.0523,Month
SBERT,Jun-Jul,ClimateChange,32,L,0.5306,10,Jun,Jul,1,0.5627,0.5898,0.0271,0.0321,Month
SBERT,Jun-Jul,ClimateChange,32,LC,0.5434,10,Jun,Jul,1,0.5724,0.5868,0.0145,0.029,Month
SBERT,Jun-Jul,ClimateChange,32,R,0.5574,10,Jun,Jul,1,0.5784,0.5881,0.0098,0.0209,Month
SBERT,Jun-Jul,ClimateChange,32,RC,0.5035,10,Jun,Jul,1,0.5666,0.5943,0.0276,0.0632,Month
SBERT,Jun-Jul,GunControl,4,C,0.5064,10,Jun,Jul,1,0.5522,0.5757,0.0235,0.0458,Month
SBERT,Jun-Jul,GunControl,4,ER,0.5647,10,Jun,Jul,1,0.6121,0.6292,0.0171,0.0474,Month
SBERT,Jun-Jul,GunControl,4,L,0.5403,10,Jun,Jul,1,0.5939,0.5963,0.0024,0.0536,Month
SBERT,Jun-Jul,GunControl,4,LC,0.5167,10,Jun,Jul,1,0.5469,0.6239,0.077,0.0302,Month
SBERT,Jun-Jul,GunControl,4,R,0.5137,10,Jun,Jul,1,0.5748,0.6487,0.0739,0.0611,Month
SBERT,Jun-Jul,GunControl,4,RC,0.5082,10,Jun,Jul,1,0.5035,0.6014,0.0979,-0.0047,Month
SBERT,Jun-Jul,GunControl,8,C,0.4957,10,Jun,Jul,1,0.5593,0.5757,0.0164,0.0636,Month
SBERT,Jun-Jul,GunControl,8,ER,0.5459,10,Jun,Jul,1,0.593,0.6292,0.0363,0.0471,Month
SBERT,Jun-Jul,GunControl,8,L,0.5385,10,Jun,Jul,1,0.5618,0.5963,0.0345,0.0233,Month
SBERT,Jun-Jul,GunControl,8,LC,0.5399,10,Jun,Jul,1,0.5766,0.6239,0.0472,0.0367,Month
SBERT,Jun-Jul,GunControl,8,R,0.5434,10,Jun,Jul,1,0.604,0.6487,0.0448,0.0606,Month
SBERT,Jun-Jul,GunControl,8,RC,0.488,10,Jun,Jul,1,0.5373,0.6014,0.0641,0.0493,Month
SBERT,Jun-Jul,GunControl,16,C,0.5165,10,Jun,Jul,1,0.5634,0.5757,0.0122,0.047,Month
SBERT,Jun-Jul,GunControl,16,ER,0.5904,10,Jun,Jul,1,0.6275,0.6292,0.0018,0.0371,Month
SBERT,Jun-Jul,GunControl,16,L,0.5364,10,Jun,Jul,1,0.5785,0.5963,0.0178,0.0422,Month
SBERT,Jun-Jul,GunControl,16,LC,0.549,10,Jun,Jul,1,0.6009,0.6239,0.023,0.0519,Month
SBERT,Jun-Jul,GunControl,16,R,0.5699,10,Jun,Jul,1,0.6151,0.6487,0.0336,0.0452,Month
SBERT,Jun-Jul,GunControl,16,RC,0.5175,10,Jun,Jul,1,0.534,0.6014,0.0674,0.0165,Month
SBERT,Jun-Jul,GunControl,32,C,0.5316,10,Jun,Jul,1,0.5519,0.5757,0.0238,0.0203,Month
SBERT,Jun-Jul,GunControl,32,ER,0.6139,10,Jun,Jul,1,0.6348,0.6292,-0.0056,0.0209,Month
SBERT,Jun-Jul,GunControl,32,L,0.5401,10,Jun,Jul,1,0.582,0.5963,0.0143,0.0419,Month
SBERT,Jun-Jul,GunControl,32,LC,0.5613,10,Jun,Jul,1,0.6153,0.6239,0.0085,0.0541,Month
SBERT,Jun-Jul,GunControl,32,R,0.5739,10,Jun,Jul,1,0.6572,0.6487,-0.0085,0.0833,Month
SBERT,Jun-Jul,GunControl,32,RC,0.5451,10,Jun,Jul,1,0.5648,0.6014,0.0366,0.0197,Month
SBERT,Jun-Jul,IllegalImmi,4,C,0.531,10,Jun,Jul,1,0.588,0.6432,0.0551,0.057,Month
SBERT,Jun-Jul,IllegalImmi,4,ER,0.5227,10,Jun,Jul,1,0.5541,0.5979,0.0438,0.0314,Month
SBERT,Jun-Jul,IllegalImmi,4,L,0.5366,10,Jun,Jul,1,0.5587,0.6051,0.0464,0.0221,Month
SBERT,Jun-Jul,IllegalImmi,4,LC,0.5068,10,Jun,Jul,1,0.5388,0.602,0.0632,0.032,Month
SBERT,Jun-Jul,IllegalImmi,4,R,0.5186,10,Jun,Jul,1,0.5773,0.6357,0.0585,0.0586,Month
SBERT,Jun-Jul,IllegalImmi,4,RC,0.5401,10,Jun,Jul,1,0.5579,0.5821,0.0242,0.0178,Month
SBERT,Jun-Jul,IllegalImmi,8,C,0.5451,10,Jun,Jul,1,0.5977,0.6432,0.0455,0.0526,Month
SBERT,Jun-Jul,IllegalImmi,8,ER,0.5552,10,Jun,Jul,1,0.5745,0.5979,0.0234,0.0193,Month
SBERT,Jun-Jul,IllegalImmi,8,L,0.5371,10,Jun,Jul,1,0.568,0.6051,0.0371,0.0309,Month
SBERT,Jun-Jul,IllegalImmi,8,LC,0.5154,10,Jun,Jul,1,0.549,0.602,0.053,0.0337,Month
SBERT,Jun-Jul,IllegalImmi,8,R,0.526,10,Jun,Jul,1,0.5778,0.6357,0.0579,0.0518,Month
SBERT,Jun-Jul,IllegalImmi,8,RC,0.5421,10,Jun,Jul,1,0.5929,0.5821,-0.0108,0.0508,Month
SBERT,Jun-Jul,IllegalImmi,16,C,0.5791,10,Jun,Jul,1,0.605,0.6432,0.0382,0.0259,Month
SBERT,Jun-Jul,IllegalImmi,16,ER,0.5584,10,Jun,Jul,1,0.574,0.5979,0.0239,0.0156,Month
SBERT,Jun-Jul,IllegalImmi,16,L,0.5412,10,Jun,Jul,1,0.5745,0.6051,0.0306,0.0333,Month
SBERT,Jun-Jul,IllegalImmi,16,LC,0.5179,10,Jun,Jul,1,0.5639,0.602,0.0381,0.0461,Month
SBERT,Jun-Jul,IllegalImmi,16,R,0.5301,10,Jun,Jul,1,0.6062,0.6357,0.0296,0.076,Month
SBERT,Jun-Jul,IllegalImmi,16,RC,0.5641,10,Jun,Jul,1,0.5806,0.5821,0.0015,0.0165,Month
SBERT,Jun-Jul,IllegalImmi,32,C,0.5892,10,Jun,Jul,1,0.6073,0.6432,0.0358,0.0181,Month
SBERT,Jun-Jul,IllegalImmi,32,ER,0.5874,10,Jun,Jul,1,0.5767,0.5979,0.0212,-0.0107,Month
SBERT,Jun-Jul,IllegalImmi,32,L,0.5684,10,Jun,Jul,1,0.5958,0.6051,0.0093,0.0273,Month
SBERT,Jun-Jul,IllegalImmi,32,LC,0.5316,10,Jun,Jul,1,0.5916,0.602,0.0104,0.06,Month
SBERT,Jun-Jul,IllegalImmi,32,R,0.5602,10,Jun,Jul,1,0.6104,0.6357,0.0253,0.0502,Month
SBERT,Jun-Jul,IllegalImmi,32,RC,0.5414,10,Jun,Jul,1,0.5962,0.5821,-0.014,0.0547,Month
SBERT,Jun-Jul,LGBT,4,C,0.5179,10,Jun,Jul,1,0.5834,0.6097,0.0263,0.0655,Month
SBERT,Jun-Jul,LGBT,4,ER,0.5657,10,Jun,Jul,1,0.5526,0.6072,0.0546,-0.0131,Month
SBERT,Jun-Jul,LGBT,4,L,0.5243,10,Jun,Jul,1,0.577,0.6558,0.0788,0.0527,Month
SBERT,Jun-Jul,LGBT,4,LC,0.5161,10,Jun,Jul,1,0.5634,0.6181,0.0547,0.0473,Month
SBERT,Jun-Jul,LGBT,4,R,0.5319,10,Jun,Jul,1,0.5959,0.6325,0.0366,0.0641,Month
SBERT,Jun-Jul,LGBT,4,RC,0.5104,10,Jun,Jul,1,0.57,0.6233,0.0533,0.0596,Month
SBERT,Jun-Jul,LGBT,8,C,0.5518,10,Jun,Jul,1,0.5924,0.6097,0.0173,0.0406,Month
SBERT,Jun-Jul,LGBT,8,ER,0.5772,10,Jun,Jul,1,0.5691,0.6072,0.0381,-0.0081,Month
SBERT,Jun-Jul,LGBT,8,L,0.5355,10,Jun,Jul,1,0.608,0.6558,0.0479,0.0725,Month
SBERT,Jun-Jul,LGBT,8,LC,0.5339,10,Jun,Jul,1,0.5829,0.6181,0.0352,0.049,Month
SBERT,Jun-Jul,LGBT,8,R,0.5371,10,Jun,Jul,1,0.5988,0.6325,0.0338,0.0617,Month
SBERT,Jun-Jul,LGBT,8,RC,0.4985,10,Jun,Jul,1,0.5815,0.6233,0.0418,0.083,Month
SBERT,Jun-Jul,LGBT,16,C,0.5417,10,Jun,Jul,1,0.5924,0.6097,0.0173,0.0507,Month
SBERT,Jun-Jul,LGBT,16,ER,0.5648,10,Jun,Jul,1,0.6195,0.6072,-0.0123,0.0548,Month
SBERT,Jun-Jul,LGBT,16,L,0.5461,10,Jun,Jul,1,0.6252,0.6558,0.0306,0.0791,Month
SBERT,Jun-Jul,LGBT,16,LC,0.5474,10,Jun,Jul,1,0.5888,0.6181,0.0293,0.0414,Month
SBERT,Jun-Jul,LGBT,16,R,0.5576,10,Jun,Jul,1,0.6159,0.6325,0.0166,0.0583,Month
SBERT,Jun-Jul,LGBT,16,RC,0.5068,10,Jun,Jul,1,0.5818,0.6233,0.0416,0.075,Month
SBERT,Jun-Jul,LGBT,32,C,0.5568,10,Jun,Jul,1,0.6103,0.6097,-6e-04,0.0536,Month
SBERT,Jun-Jul,LGBT,32,ER,0.601,10,Jun,Jul,1,0.6231,0.6072,-0.0159,0.0221,Month
SBERT,Jun-Jul,LGBT,32,L,0.5659,10,Jun,Jul,1,0.6299,0.6558,0.0259,0.064,Month
SBERT,Jun-Jul,LGBT,32,LC,0.5503,10,Jun,Jul,1,0.6053,0.6181,0.0128,0.055,Month
SBERT,Jun-Jul,LGBT,32,R,0.5857,10,Jun,Jul,1,0.6166,0.6325,0.0159,0.0309,Month
SBERT,Jun-Jul,LGBT,32,RC,0.549,10,Jun,Jul,1,0.598,0.6233,0.0253,0.049,Month
SBERT,Jun-Sep,AsylumSeekers,4,C,0.5082,10,Jun,Sep,3,0.5493,0.6282,0.0789,0.041,Month
SBERT,Jun-Sep,AsylumSeekers,4,ER,0.5265,10,Jun,Sep,3,0.5466,0.5531,0.0065,0.0202,Month
SBERT,Jun-Sep,AsylumSeekers,4,L,0.5165,10,Jun,Sep,3,0.5965,0.6177,0.0212,0.08,Month
SBERT,Jun-Sep,AsylumSeekers,4,LC,0.501,10,Jun,Sep,3,0.5559,0.632,0.0761,0.0549,Month
SBERT,Jun-Sep,AsylumSeekers,4,R,0.5359,10,Jun,Sep,3,0.5521,0.5837,0.0316,0.0163,Month
SBERT,Jun-Sep,AsylumSeekers,4,RC,0.5176,10,Jun,Sep,3,0.5815,0.626,0.0445,0.0639,Month
SBERT,Jun-Sep,AsylumSeekers,8,C,0.5087,10,Jun,Sep,3,0.5662,0.6282,0.0619,0.0576,Month
SBERT,Jun-Sep,AsylumSeekers,8,ER,0.4885,10,Jun,Sep,3,0.5816,0.5531,-0.0285,0.0932,Month
SBERT,Jun-Sep,AsylumSeekers,8,L,0.5633,10,Jun,Sep,3,0.631,0.6177,-0.0133,0.0677,Month
SBERT,Jun-Sep,AsylumSeekers,8,LC,0.5107,10,Jun,Sep,3,0.593,0.632,0.039,0.0823,Month
SBERT,Jun-Sep,AsylumSeekers,8,R,0.5549,10,Jun,Sep,3,0.576,0.5837,0.0077,0.0211,Month
SBERT,Jun-Sep,AsylumSeekers,8,RC,0.5193,10,Jun,Sep,3,0.5951,0.626,0.0309,0.0757,Month
SBERT,Jun-Sep,AsylumSeekers,16,C,0.529,10,Jun,Sep,3,0.6034,0.6282,0.0248,0.0743,Month
SBERT,Jun-Sep,AsylumSeekers,16,ER,0.5274,10,Jun,Sep,3,0.5962,0.5531,-0.043,0.0688,Month
SBERT,Jun-Sep,AsylumSeekers,16,L,0.5908,10,Jun,Sep,3,0.6142,0.6177,0.0035,0.0233,Month
SBERT,Jun-Sep,AsylumSeekers,16,LC,0.5382,10,Jun,Sep,3,0.6037,0.632,0.0283,0.0655,Month
SBERT,Jun-Sep,AsylumSeekers,16,R,0.5469,10,Jun,Sep,3,0.5732,0.5837,0.0105,0.0263,Month
SBERT,Jun-Sep,AsylumSeekers,16,RC,0.5528,10,Jun,Sep,3,0.5846,0.626,0.0414,0.0318,Month
SBERT,Jun-Sep,AsylumSeekers,32,C,0.5585,10,Jun,Sep,3,0.6166,0.6282,0.0116,0.0581,Month
SBERT,Jun-Sep,AsylumSeekers,32,ER,0.5784,10,Jun,Sep,3,0.6035,0.5531,-0.0504,0.0251,Month
SBERT,Jun-Sep,AsylumSeekers,32,L,0.5931,10,Jun,Sep,3,0.6302,0.6177,-0.0125,0.0371,Month
SBERT,Jun-Sep,AsylumSeekers,32,LC,0.5601,10,Jun,Sep,3,0.615,0.632,0.017,0.0549,Month
SBERT,Jun-Sep,AsylumSeekers,32,R,0.5736,10,Jun,Sep,3,0.5873,0.5837,-0.0035,0.0137,Month
SBERT,Jun-Sep,AsylumSeekers,32,RC,0.5811,10,Jun,Sep,3,0.5983,0.626,0.0276,0.0172,Month
SBERT,Jun-Sep,ClimateChange,4,C,0.5108,10,Jun,Sep,3,0.5886,0.6529,0.0643,0.0778,Month
SBERT,Jun-Sep,ClimateChange,4,ER,0.5596,10,Jun,Sep,3,0.6154,0.6636,0.0482,0.0557,Month
SBERT,Jun-Sep,ClimateChange,4,L,0.5305,10,Jun,Sep,3,0.5869,0.6647,0.0779,0.0564,Month
SBERT,Jun-Sep,ClimateChange,4,LC,0.503,10,Jun,Sep,3,0.5584,0.6328,0.0743,0.0554,Month
SBERT,Jun-Sep,ClimateChange,4,R,0.5492,10,Jun,Sep,3,0.6332,0.7076,0.0745,0.0839,Month
SBERT,Jun-Sep,ClimateChange,4,RC,0.546,10,Jun,Sep,3,0.6026,0.656,0.0533,0.0566,Month
SBERT,Jun-Sep,ClimateChange,8,C,0.5251,10,Jun,Sep,3,0.616,0.6529,0.0368,0.091,Month
SBERT,Jun-Sep,ClimateChange,8,ER,0.5858,10,Jun,Sep,3,0.6462,0.6636,0.0173,0.0605,Month
SBERT,Jun-Sep,ClimateChange,8,L,0.5417,10,Jun,Sep,3,0.6084,0.6647,0.0563,0.0668,Month
SBERT,Jun-Sep,ClimateChange,8,LC,0.5096,10,Jun,Sep,3,0.577,0.6328,0.0558,0.0674,Month
SBERT,Jun-Sep,ClimateChange,8,R,0.5794,10,Jun,Sep,3,0.6528,0.7076,0.0549,0.0734,Month
SBERT,Jun-Sep,ClimateChange,8,RC,0.5759,10,Jun,Sep,3,0.618,0.656,0.0379,0.0421,Month
SBERT,Jun-Sep,ClimateChange,16,C,0.5448,10,Jun,Sep,3,0.6244,0.6529,0.0284,0.0797,Month
SBERT,Jun-Sep,ClimateChange,16,ER,0.6142,10,Jun,Sep,3,0.6734,0.6636,-0.0098,0.0592,Month
SBERT,Jun-Sep,ClimateChange,16,L,0.5595,10,Jun,Sep,3,0.6302,0.6647,0.0345,0.0707,Month
SBERT,Jun-Sep,ClimateChange,16,LC,0.5219,10,Jun,Sep,3,0.5922,0.6328,0.0405,0.0703,Month
SBERT,Jun-Sep,ClimateChange,16,R,0.5997,10,Jun,Sep,3,0.6688,0.7076,0.0389,0.0691,Month
SBERT,Jun-Sep,ClimateChange,16,RC,0.585,10,Jun,Sep,3,0.6425,0.656,0.0135,0.0575,Month
SBERT,Jun-Sep,ClimateChange,32,C,0.5636,10,Jun,Sep,3,0.6322,0.6529,0.0207,0.0687,Month
SBERT,Jun-Sep,ClimateChange,32,ER,0.6456,10,Jun,Sep,3,0.667,0.6636,-0.0034,0.0214,Month
SBERT,Jun-Sep,ClimateChange,32,L,0.5854,10,Jun,Sep,3,0.6484,0.6647,0.0163,0.063,Month
SBERT,Jun-Sep,ClimateChange,32,LC,0.5454,10,Jun,Sep,3,0.6188,0.6328,0.014,0.0734,Month
SBERT,Jun-Sep,ClimateChange,32,R,0.6398,10,Jun,Sep,3,0.6924,0.7076,0.0153,0.0526,Month
SBERT,Jun-Sep,ClimateChange,32,RC,0.6149,10,Jun,Sep,3,0.6568,0.656,-8e-04,0.0419,Month
SBERT,Jun-Sep,GunControl,4,C,0.5781,10,Jun,Sep,3,0.6456,0.6574,0.0118,0.0675,Month
SBERT,Jun-Sep,GunControl,4,ER,0.5787,10,Jun,Sep,3,0.6184,0.7331,0.1147,0.0397,Month
SBERT,Jun-Sep,GunControl,4,L,0.5418,10,Jun,Sep,3,0.6283,0.6913,0.063,0.0866,Month
SBERT,Jun-Sep,GunControl,4,LC,0.5113,10,Jun,Sep,3,0.5996,0.6731,0.0735,0.0883,Month
SBERT,Jun-Sep,GunControl,4,R,0.5489,10,Jun,Sep,3,0.5954,0.7169,0.1215,0.0465,Month
SBERT,Jun-Sep,GunControl,4,RC,0.5314,10,Jun,Sep,3,0.5571,0.5696,0.0125,0.0257,Month
SBERT,Jun-Sep,GunControl,8,C,0.5902,10,Jun,Sep,3,0.6598,0.6574,-0.0024,0.0696,Month
SBERT,Jun-Sep,GunControl,8,ER,0.5941,10,Jun,Sep,3,0.6294,0.7331,0.1037,0.0353,Month
SBERT,Jun-Sep,GunControl,8,L,0.556,10,Jun,Sep,3,0.6474,0.6913,0.044,0.0914,Month
SBERT,Jun-Sep,GunControl,8,LC,0.5454,10,Jun,Sep,3,0.61,0.6731,0.0631,0.0645,Month
SBERT,Jun-Sep,GunControl,8,R,0.5627,10,Jun,Sep,3,0.6467,0.7169,0.0702,0.084,Month
SBERT,Jun-Sep,GunControl,8,RC,0.5142,10,Jun,Sep,3,0.5605,0.5696,0.0091,0.0463,Month
SBERT,Jun-Sep,GunControl,16,C,0.5821,10,Jun,Sep,3,0.6537,0.6574,0.0037,0.0716,Month
SBERT,Jun-Sep,GunControl,16,ER,0.6125,10,Jun,Sep,3,0.6471,0.7331,0.086,0.0346,Month
SBERT,Jun-Sep,GunControl,16,L,0.6014,10,Jun,Sep,3,0.6532,0.6913,0.0382,0.0518,Month
SBERT,Jun-Sep,GunControl,16,LC,0.5809,10,Jun,Sep,3,0.6038,0.6731,0.0693,0.0229,Month
SBERT,Jun-Sep,GunControl,16,R,0.5901,10,Jun,Sep,3,0.6528,0.7169,0.0641,0.0627,Month
SBERT,Jun-Sep,GunControl,16,RC,0.5335,10,Jun,Sep,3,0.5715,0.5696,-0.0018,0.038,Month
SBERT,Jun-Sep,GunControl,32,C,0.6387,10,Jun,Sep,3,0.6822,0.6574,-0.0247,0.0434,Month
SBERT,Jun-Sep,GunControl,32,ER,0.6397,10,Jun,Sep,3,0.703,0.7331,0.0301,0.0632,Month
SBERT,Jun-Sep,GunControl,32,L,0.625,10,Jun,Sep,3,0.668,0.6913,0.0233,0.043,Month
SBERT,Jun-Sep,GunControl,32,LC,0.5906,10,Jun,Sep,3,0.6296,0.6731,0.0435,0.039,Month
SBERT,Jun-Sep,GunControl,32,R,0.6202,10,Jun,Sep,3,0.6757,0.7169,0.0412,0.0555,Month
